datetime,load_mw,solar_gen_mw,bess_charge_mw,bess_discharge_mw,gas_gen_mw,soc_mwh,curtailed_mw,unserved_mw,net_load_mw
2024-01-01 00:00:00,56.00000000000001,0.0,0.0,50.0,6.000000000000007,46.99436868172875,0.0,0.0,56.00000000000001
2024-01-01 01:00:00,56.00000000000001,0.0,0.0,6.578959136983517,49.421040863016486,40.0,0.0,0.0,56.00000000000001
2024-01-01 02:00:00,56.00000000000001,0.0,0.0,0.0,56.00000000000001,40.0,0.0,0.0,56.00000000000001
2024-01-01 03:00:00,56.00000000000001,0.0,0.0,0.0,56.00000000000001,40.0,0.0,0.0,56.00000000000001
2024-01-01 04:00:00,56.00000000000001,0.0,0.0,0.0,56.00000000000001,40.0,0.0,0.0,56.00000000000001
2024-01-01 05:00:00,56.00000000000001,0.0,0.0,0.0,56.00000000000001,40.0,0.0,0.0,56.00000000000001
2024-01-01 06:00:00,56.00000000000001,0.0,0.0,0.0,56.00000000000001,40.0,0.0,0.0,56.00000000000001
2024-01-01 07:00:00,56.00000000000001,0.0,0.0,0.0,56.00000000000001,40.0,0.0,0.0,56.00000000000001
2024-01-01 08:00:00,56.00000000000001,0.0,0.0,0.0,56.00000000000001,40.0,0.0,0.0,56.00000000000001
2024-01-01 09:00:00,56.00000000000001,0.5225,0.0,0.0,55.477500000000006,40.0,0.0,0.0,55.477500000000006
2024-01-01 10:00:00,56.00000000000001,3.8203,0.0,0.0,52.179700000000004,40.0,0.0,0.0,52.179700000000004
2024-01-01 11:00:00,56.00000000000001,3.3712,0.0,0.0,52.628800000000005,40.0,0.0,0.0,52.628800000000005
2024-01-01 12:00:00,56.00000000000001,2.6454999999999997,0.0,0.0,53.35450000000001,40.0,0.0,0.0,53.35450000000001
2024-01-01 13:00:00,56.00000000000001,4.9897,0.0,0.0,51.01030000000001,40.0,0.0,0.0,51.01030000000001
2024-01-01 14:00:00,56.00000000000001,7.269,0.0,0.0,48.73100000000001,40.0,0.0,0.0,48.73100000000001
2024-01-01 15:00:00,56.00000000000001,1.4143,0.0,0.0,54.58570000000001,40.0,0.0,0.0,54.58570000000001
2024-01-01 16:00:00,56.00000000000001,3.9632,0.0,0.0,52.03680000000001,40.0,0.0,0.0,52.03680000000001
2024-01-01 17:00:00,56.00000000000001,0.0,0.0,0.0,56.00000000000001,40.0,0.0,0.0,56.00000000000001
2024-01-01 18:00:00,56.00000000000001,0.0,0.0,0.0,56.00000000000001,40.0,0.0,0.0,56.00000000000001
2024-01-01 19:00:00,56.00000000000001,0.0,0.0,0.0,56.00000000000001,40.0,0.0,0.0,56.00000000000001
2024-01-01 20:00:00,56.00000000000001,0.0,0.0,0.0,56.00000000000001,40.0,0.0,0.0,56.00000000000001
2024-01-01 21:00:00,56.00000000000001,0.0,0.0,0.0,56.00000000000001,40.0,0.0,0.0,56.00000000000001
2024-01-01 22:00:00,56.00000000000001,0.0,0.0,0.0,56.00000000000001,40.0,0.0,0.0,56.00000000000001
2024-01-01 23:00:00,56.00000000000001,0.0,0.0,0.0,56.00000000000001,40.0,0.0,0.0,56.00000000000001
2024-01-02 00:00:00,56.00000000000001,0.0,0.0,0.0,56.00000000000001,40.0,0.0,0.0,56.00000000000001
2024-01-02 01:00:00,56.00000000000001,0.0,0.0,0.0,56.00000000000001,40.0,0.0,0.0,56.00000000000001
2024-01-02 02:00:00,56.00000000000001,0.0,0.0,0.0,56.00000000000001,40.0,0.0,0.0,56.00000000000001
2024-01-02 03:00:00,56.00000000000001,0.0,0.0,0.0,56.00000000000001,40.0,0.0,0.0,56.00000000000001
2024-01-02 04:00:00,56.00000000000001,0.0,0.0,0.0,56.00000000000001,40.0,0.0,0.0,56.00000000000001
2024-01-02 05:00:00,56.00000000000001,0.0,0.0,0.0,56.00000000000001,40.0,0.0,0.0,56.00000000000001
2024-01-02 06:00:00,56.00000000000001,0.0,0.0,0.0,56.00000000000001,40.0,0.0,0.0,56.00000000000001
2024-01-02 07:00:00,56.00000000000001,0.0,0.0,0.0,56.00000000000001,40.0,0.0,0.0,56.00000000000001
2024-01-02 08:00:00,56.00000000000001,0.3027,0.0,0.0,55.697300000000006,40.0,0.0,0.0,55.697300000000006
2024-01-02 09:00:00,56.00000000000001,4.4119,0.0,0.0,51.588100000000004,40.0,0.0,0.0,51.588100000000004
2024-01-02 10:00:00,56.00000000000001,0.2417,0.0,0.0,55.758300000000006,40.0,0.0,0.0,55.758300000000006
2024-01-02 11:00:00,56.00000000000001,0.8376,0.0,0.0,55.162400000000005,40.0,0.0,0.0,55.162400000000005
2024-01-02 12:00:00,56.00000000000001,4.8758,0.0,0.0,51.12420000000001,40.0,0.0,0.0,51.12420000000001
2024-01-02 13:00:00,56.00000000000001,10.8997,0.0,0.0,45.100300000000004,40.0,0.0,0.0,45.100300000000004
2024-01-02 14:00:00,56.00000000000001,1.7367000000000001,0.0,0.0,54.26330000000001,40.0,0.0,0.0,54.26330000000001
2024-01-02 15:00:00,56.00000000000001,2.0993999999999997,0.0,0.0,53.900600000000004,40.0,0.0,0.0,53.900600000000004
2024-01-02 16:00:00,56.00000000000001,2.2041,0.0,0.0,53.79590000000001,40.0,0.0,0.0,53.79590000000001
2024-01-02 17:00:00,56.00000000000001,0.0,0.0,0.0,56.00000000000001,40.0,0.0,0.0,56.00000000000001
2024-01-02 18:00:00,56.00000000000001,0.0,0.0,0.0,56.00000000000001,40.0,0.0,0.0,56.00000000000001
2024-01-02 19:00:00,56.00000000000001,0.0,0.0,0.0,56.00000000000001,40.0,0.0,0.0,56.00000000000001
2024-01-02 20:00:00,56.00000000000001,0.0,0.0,0.0,56.00000000000001,40.0,0.0,0.0,56.00000000000001
